Date,Open,High,Low,Close,Adj Close,Volume
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.848175048828125,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,25.920228958129883,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,25.938232421875,81600
1993-08-04,45.0,45.09375,44.875,45.0,25.938232421875,434000
1993-08-05,45.0,45.0,44.84375,44.90625,25.88420867919922,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.920228958129883,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,26.064327239990234,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,26.046297073364258,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,26.046297073364258,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.974262237548828,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,26.01028823852539,103500
1993-08-16,45.15625,45.5,45.15625,45.375,26.154390335083008,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,26.24445915222168,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,26.388559341430664,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.388559341430664,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,26.40656280517578,80700
1993-08-23,45.625,45.75,45.625,45.71875,26.3525333404541,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.640737533569336,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,26.658748626708984,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.676759719848633,120000
1993-08-27,46.15625,46.25,46.15625,46.25,26.658748626708984,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,26.76681137084961,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.838869094848633,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,26.802845001220703,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.712778091430664,472400
1993-09-03,46.3125,46.4375,46.25,46.375,26.730806350708008,630500
1993-09-07,46.375,46.4375,46.0,46.0625,26.550668716430664,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,26.46060562133789,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,26.514638900756836,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,26.74881362915039,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,26.76681137084961,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,26.658748626708984,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,26.730806350708008,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.62272071838379,54300
1993-09-17,45.875,45.90625,45.75,45.8125,26.571104049682617,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,26.35360336303711,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,26.26297378540039,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,26.480480194091797,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.62547492980957,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,26.552976608276367,53500
1993-09-27,46.125,46.28125,46.125,46.28125,26.842967987060547,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,26.788593292236328,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,26.697980880737305,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,26.64359474182129,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,26.770479202270508,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,26.806724548339844,1038500
1993-10-05,46.3125,46.3125,46.0,46.15625,26.770479202270508,436500
1993-10-06,46.1875,46.375,46.125,46.125,26.752330780029297,209200
1993-10-07,46.1875,46.1875,45.96875,46.0,26.679845809936523,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,26.716100692749023,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,26.770479202270508,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,26.806724548339844,26200
1993-10-13,46.25,46.25,46.15625,46.21875,26.806724548339844,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,27.151098251342773,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,27.296096801757812,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,27.22359275817871,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,27.024221420288086,880100
1993-10-20,46.75,46.75,46.5625,46.65625,27.060482025146484,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,27.024221420288086,56200
1993-10-22,46.65625,46.84375,46.375,46.375,26.897357940673828,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,26.969846725463867,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,26.951719284057617,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,26.969846725463867,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,27.16921043395996,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,27.16921043395996,80700
1993-11-01,46.78125,47.0,46.78125,46.96875,27.24172592163086,36400
1993-11-02,46.90625,47.0,46.65625,46.9375,27.22359275817871,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,26.87921905517578,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,26.589221954345703,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,26.716100692749023,363200
1993-11-08,46.09375,46.25,45.96875,46.125,26.752330780029297,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,26.770479202270508,246900
1993-11-10,46.15625,46.5,46.03125,46.5,26.969846725463867,46500
1993-11-11,46.5,46.625,46.34375,46.375,26.897357940673828,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,27.024221420288086,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,27.00609016418457,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,27.13297462463379,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,26.987974166870117,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,26.91547393798828,240800
1993-11-19,46.25,46.375,46.21875,46.3125,26.861099243164062,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,26.697980880737305,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,26.842967987060547,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,26.951719284057617,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,26.969846725463867,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,26.861099243164062,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,26.87921905517578,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,26.91547393798828,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,26.987974166870117,352000
1993-12-03,46.5,46.71875,46.5,46.71875,27.096731185913086,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,27.187347412109375,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,27.16921043395996,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,27.16921043395996,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,27.078584671020508,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,27.024221420288086,412900
1993-12-13,46.59375,46.875,46.53125,46.875,27.187347412109375,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,26.987974166870117,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,26.951719284057617,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,27.042339324951172,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,27.19097328186035,104700
1993-12-20,46.53125,46.65625,46.5,46.625,27.227449417114258,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,27.13623046875,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,27.31871795654297,410300
1993-12-23,46.75,46.84375,46.6875,46.75,27.300460815429688,533800
1993-12-27,46.75,47.0,46.75,47.0,27.446447372436523,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,27.501192092895508,880600
1993-12-29,47.125,47.15625,47.0,47.03125,27.464706420898438,266700
1993-12-30,47.0,47.0,46.75,46.84375,27.355194091796875,219900
1993-12-31,46.9375,47.0,46.5625,46.59375,27.209203720092773,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,27.13623046875,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,27.245716094970703,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,27.300460815429688,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,27.300460815429688,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,27.464706420898438,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,27.793182373046875,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,27.738441467285156,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,27.64719009399414,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,27.574209213256836,244300
1994-01-14,47.375,47.5,47.375,47.40625,27.683679580688477,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,27.683679580688477,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,27.72019386291504,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,27.64719009399414,200800
1994-01-20,47.40625,47.5,47.375,47.46875,27.72019386291504,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,27.665435791015625,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,27.555938720703125,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,27.555938720703125,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,27.628942489624023,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,27.88442611694336,344500
1994-01-28,47.9375,48.03125,47.875,47.875,27.957422256469727,356500
1994-01-31,48.0625,48.3125,48.0,48.21875,28.15815544128418,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,28.012187957763672,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,28.19466781616211,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,28.06692886352539,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,27.428211212158203,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,27.555938720703125,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,27.574209213256836,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,27.683679580688477,144600
1994-02-10,47.375,47.40625,47.0,47.0,27.446447372436523,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,27.537683486938477,519400
1994-02-14,47.0625,47.375,47.0,47.21875,27.574209213256836,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,27.72019386291504,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,27.70192527770996,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,27.537683486938477,342400
1994-02-18,47.1875,47.21875,46.75,46.875,27.373451232910156,313300
1994-02-22,47.0,47.34375,47.0,47.34375,27.64719009399414,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,27.574209213256836,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,27.209203720092773,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,27.336957931518555,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,27.336957931518555,333000
1994-03-01,46.8125,46.90625,46.375,46.625,27.227449417114258,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,27.263954162597656,581500
1994-03-03,46.625,46.625,46.4375,46.5625,27.19097328186035,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,27.263954162597656,595800
1994-03-07,46.84375,47.0,46.84375,46.9375,27.409955978393555,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,27.300460815429688,880300
1994-03-09,46.8125,47.0,46.59375,46.96875,27.428211212158203,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,27.209203720092773,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,27.355194091796875,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,27.391704559326172,345900
1994-03-15,47.0,47.09375,46.84375,46.875,27.373451232910156,748600
1994-03-16,46.9375,47.25,46.78125,47.25,27.592445373535156,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,27.592445373535156,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,27.586427688598633,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,27.512998580932617,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,27.586427688598633,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,27.56805992126465,698500
1994-03-24,46.75,46.84375,46.15625,46.375,27.237689971923828,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,26.980731964111328,100900
1994-03-28,46.0,46.0625,45.59375,46.0,27.017452239990234,1117200
1994-03-29,46.0,46.03125,45.09375,45.09375,26.48516845703125,338400
1994-03-30,45.125,45.25,44.46875,44.46875,26.118091583251953,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,26.19150733947754,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,25.787702560424805,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,26.319990158081055,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,26.319990158081055,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,26.448455810546875,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,26.24656105041504,242400
1994-04-11,44.8125,45.0625,44.703125,44.875,26.3566837310791,203300
1994-04-12,44.921875,45.0,44.71875,44.8125,26.319990158081055,1409200
1994-04-13,44.796875,44.90625,44.25,44.578125,26.18231964111328,364100
1994-04-14,44.5,44.828125,44.40625,44.59375,26.19150733947754,419900
1994-04-15,44.578125,44.78125,44.515625,44.59375,26.19150733947754,387300
1994-04-18,44.640625,44.765625,44.15625,44.296875,26.017131805419922,369100
1994-04-19,44.25,44.53125,43.984375,44.359375,26.053848266601562,472200
1994-04-20,44.40625,44.515625,44.078125,44.3125,26.026323318481445,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,26.375059127807617,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.347511291503906,301800
1994-04-25,44.84375,45.359375,44.84375,45.328125,26.62283706665039,394600
1994-04-26,45.265625,45.34375,45.1875,45.28125,26.595293045043945,399000
1994-04-28,45.1875,45.25,44.8125,44.953125,26.40258026123047,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,26.48516845703125,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,26.650362014770508,275000
1994-05-03,45.390625,45.40625,45.0625,45.328125,26.62283706665039,183400
1994-05-04,45.421875,45.421875,45.078125,45.25,26.576942443847656,401900
1994-05-05,45.296875,45.375,45.1875,45.1875,26.54022789001465,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,26.283273696899414,216300
1994-05-09,44.625,44.75,44.28125,44.359375,26.053848266601562,499300
1994-05-10,44.578125,44.84375,44.546875,44.703125,26.25575065612793,583400
1994-05-11,44.65625,44.71875,44.171875,44.296875,26.017131805419922,210600
1994-05-12,44.578125,44.625,44.40625,44.515625,26.145620346069336,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,26.145620346069336,321300
1994-05-16,44.609375,44.75,44.515625,44.53125,26.15478515625,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,26.54022789001465,470200
1994-05-18,45.21875,45.6875,45.015625,45.515625,26.732952117919922,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,26.8614444732666,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,26.76047706604004,370400
1994-05-23,45.515625,45.53125,45.34375,45.484375,26.714611053466797,262700
1994-05-24,45.609375,45.84375,45.609375,45.671875,26.82472801208496,549600
1994-05-25,45.5,45.828125,45.34375,45.796875,26.898147583007812,738200
1994-05-26,45.78125,45.9375,45.734375,45.828125,26.916484832763672,369600
1994-05-27,45.75,45.875,45.671875,45.875,26.94403076171875,162000
1994-05-31,45.734375,45.90625,45.65625,45.8125,26.907306671142578,160000
1994-06-01,45.703125,46.015625,45.5625,46.015625,27.0266170501709,200500
1994-06-02,46.046875,46.046875,45.890625,45.96875,26.99907684326172,55100
1994-06-03,46.0,46.390625,45.859375,46.234375,27.15509605407715,550400
1994-06-06,46.328125,46.46875,46.1875,46.21875,27.14590835571289,99300
1994-06-07,46.140625,46.21875,46.03125,46.15625,27.109222412109375,120600
1994-06-08,46.265625,46.265625,45.78125,45.78125,26.888959884643555,131900
1994-06-09,45.984375,46.03125,45.890625,46.03125,27.03580093383789,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,27.081676483154297,83100
1994-06-13,46.046875,46.1875,46.03125,46.171875,27.118391036987305,109700
1994-06-14,46.3125,46.546875,46.3125,46.53125,27.329456329345703,161000
1994-06-15,46.546875,46.5625,46.3125,46.34375,27.21934700012207,142800
1994-06-16,46.34375,46.46875,46.296875,46.4375,27.27440643310547,44000
1994-06-17,46.15625,46.203125,45.8125,45.875,27.122159957885742,403800
1994-06-20,45.546875,45.625,45.4375,45.484375,26.89122772216797,137400
1994-06-21,45.453125,45.453125,44.90625,45.09375,26.660266876220703,139200
1994-06-22,45.21875,45.421875,45.171875,45.265625,26.76189422607422,279900
1994-06-23,45.34375,45.40625,44.9375,45.0,26.604841232299805,922500
1994-06-24,44.78125,44.78125,44.0,44.0625,26.050579071044922,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.503219604492188,371200
1994-06-28,44.84375,44.84375,44.25,44.609375,26.37389373779297,5382300
1994-06-29,44.671875,45.015625,44.625,44.75,26.4570369720459,311800
1994-06-30,44.828125,44.84375,44.3125,44.46875,26.290767669677734,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,26.34618377685547,406900
1994-07-05,44.65625,44.859375,44.515625,44.796875,26.484764099121094,112000
1994-07-06,44.625,44.8125,44.46875,44.734375,26.44780158996582,174800
1994-07-07,44.734375,44.921875,44.6875,44.921875,26.558650970458984,66700
1994-07-08,44.640625,44.984375,44.625,44.90625,26.549421310424805,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,26.4570369720459,124000
1994-07-12,44.765625,44.828125,44.515625,44.8125,26.493993759155273,257300
1994-07-13,44.828125,45.03125,44.828125,44.890625,26.54018211364746,532700
1994-07-14,45.109375,45.46875,45.078125,45.375,26.826553344726562,494200
1994-07-15,45.34375,45.484375,45.328125,45.390625,26.835796356201172,49100
1994-07-18,45.390625,45.578125,45.390625,45.46875,26.881980895996094,72300
1994-07-19,45.546875,45.5625,45.375,45.375,26.826553344726562,609500
1994-07-20,45.40625,45.40625,45.0625,45.171875,26.70646095275879,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.76189422607422,86300
1994-07-22,45.375,45.40625,45.25,45.34375,26.80807876586914,151600
1994-07-25,45.359375,45.453125,45.3125,45.40625,26.845033645629883,120900
