Date,bus_confidence
1960-01-01,100.793456925458
1960-02-01,100.041444954506
1960-03-01,99.0648905545801
1960-04-01,98.2996319268268
1960-05-01,97.8878405804723
1960-06-01,97.883018717862
1960-07-01,98.0567084386825
1960-08-01,98.3067016973272
1960-09-01,98.3264774341147
1960-10-01,98.2292158552805
1960-11-01,98.0349928025998
1960-12-01,97.9025040304734
1961-01-01,97.9423106135621
1961-02-01,98.3493277189135
1961-03-01,99.273376224038
1961-04-01,100.344934262432
1961-05-01,100.983663452428
1961-06-01,101.231739084029
1961-07-01,101.406456775126
1961-08-01,101.672873242229
1961-09-01,101.891499059078
1961-10-01,101.912143432253
1961-11-01,101.870728727628
1961-12-01,101.989362499522
1962-01-01,101.900617804652
1962-02-01,101.694242815084
1962-03-01,101.266360672719
1962-04-01,100.570665378284
1962-05-01,99.9342516851435
1962-06-01,99.5207356597716
1962-07-01,99.3167653333368
1962-08-01,99.2317904311557
1962-09-01,99.3468535985441
1962-10-01,99.6634085573698
1962-11-01,100.100309187207
1962-12-01,100.446179963012
1963-01-01,100.505187017714
1963-02-01,100.5131226565
1963-03-01,100.630189307939
1963-04-01,100.910653435489
1963-05-01,101.096137087225
1963-06-01,100.985056809834
1963-07-01,100.740169890476
1963-08-01,100.641087438831
1963-09-01,100.724079164324
1963-10-01,100.791514028941
1963-11-01,100.732256616488
1963-12-01,100.633515865641
1964-01-01,100.795281582988
1964-02-01,101.044699454066
1964-03-01,101.269029266987
1964-04-01,101.345510639027
1964-05-01,101.432473547003
1964-06-01,101.668752458148
1964-07-01,101.974671173589
1964-08-01,102.129510213126
1964-09-01,102.093080691628
1964-10-01,101.940527078334
1964-11-01,101.89875671835
1964-12-01,101.916321753516
1965-01-01,101.951704429191
1965-02-01,102.090214757335
1965-03-01,102.194861544913
1965-04-01,102.014357012546
1965-05-01,101.705962598776
1965-06-01,101.366090450883
1965-07-01,101.18182469069
1965-08-01,101.18812187004
1965-09-01,101.317614032731
1965-10-01,101.394311535169
1965-11-01,101.654013925226
1965-12-01,102.129761646794
1966-01-01,102.571417247399
1966-02-01,102.731872946726
1966-03-01,102.59770852727
1966-04-01,102.161504285882
1966-05-01,101.600826352648
1966-06-01,101.37827418664
1966-07-01,101.345479278098
1966-08-01,101.256993160647
1966-09-01,101.094418166049
1966-10-01,100.751505446901
1966-11-01,100.241550870648
1966-12-01,99.7041509931079
1967-01-01,99.1307918949166
1967-02-01,98.6109132128595
1967-03-01,98.1657223976784
1967-04-01,97.9319166504994
1967-05-01,98.0914333947161
1967-06-01,98.5449947804536
1967-07-01,99.1335685853977
1967-08-01,99.7002471723556
1967-09-01,100.106755826444
1967-10-01,100.271856310265
1967-11-01,100.369920351945
1967-12-01,100.486545563653
1968-01-01,100.542901849622
1968-02-01,100.492852490364
1968-03-01,100.490702353788
1968-04-01,100.582680059118
1968-05-01,100.440162716968
1968-06-01,100.208937111772
1968-07-01,100.046634901801
1968-08-01,99.9505701296078
1968-09-01,100.054504130246
1968-10-01,100.410964007544
1968-11-01,100.68561458609
1968-12-01,100.697216522277
1969-01-01,100.658416069057
1969-02-01,100.715934145579
1969-03-01,100.720441393906
1969-04-01,100.639659546377
1969-05-01,100.576264626984
1969-06-01,100.422870254441
1969-07-01,100.261579307202
1969-08-01,100.248452899508
1969-09-01,100.236950535612
1969-10-01,100.172034162523
1969-11-01,99.9447973859417
1969-12-01,99.5694340918921
1970-01-01,99.096728927382
1970-02-01,98.7204951979494
1970-03-01,98.5107351917889
1970-04-01,98.4985380629721
1970-05-01,98.7737875890654
1970-06-01,99.0715607554829
1970-07-01,98.9899081229829
1970-08-01,98.5660881998858
1970-09-01,97.9996528792361
1970-10-01,97.5832374683106
1970-11-01,97.5518616185929
1970-12-01,98.1183670916518
1971-01-01,98.8997114667277
1971-02-01,99.6278583010633
1971-03-01,99.9286939975434
1971-04-01,100.140202000253
1971-05-01,100.204850908486
1971-06-01,100.197631314423
1971-07-01,100.194175545771
1971-08-01,100.188335460987
1971-09-01,100.230100916191
1971-10-01,100.252156252272
1971-11-01,100.364271585319
1971-12-01,100.808837020831
1972-01-01,101.243665178535
1972-02-01,101.485179591429
1972-03-01,101.521795542255
1972-04-01,101.496510147689
1972-05-01,101.491002809842
1972-06-01,101.438868362291
1972-07-01,101.601743851799
1972-08-01,101.993950394028
1972-09-01,102.555774429662
1972-10-01,103.119828377515
1972-11-01,103.611181888987
1972-12-01,103.909106444676
1973-01-01,104.005624884457
1973-02-01,103.842049550044
1973-03-01,103.571031040545
1973-04-01,103.159872304161
1973-05-01,102.661547147687
1973-06-01,102.200060428427
1973-07-01,101.818870169125
1973-08-01,101.987195176638
1973-09-01,102.36765292222
1973-10-01,102.746046569728
1973-11-01,102.830190827716
1973-12-01,102.476600444049
1974-01-01,102.032144492387
1974-02-01,101.679166518961
1974-03-01,101.543783748607
1974-04-01,101.26449931839
1974-05-01,100.844719438636
1974-06-01,100.506239278682
1974-07-01,100.167783958867
1974-08-01,99.559384213407
1974-09-01,98.5832421599106
1974-10-01,97.4963325003811
1974-11-01,96.385044444234
1974-12-01,95.4677256280257
1975-01-01,95.1302685855878
1975-02-01,95.2746980846331
1975-03-01,95.611807269776
1975-04-01,96.3459148027059
1975-05-01,97.2102630852031
1975-06-01,98.0551272590167
1975-07-01,98.8126535625859
1975-08-01,99.5260026958617
1975-09-01,100.062442960619
1975-10-01,100.341240014941
1975-11-01,100.469530099722
1975-12-01,100.710037931138
1976-01-01,101.12868211878
1976-02-01,101.443709133075
1976-03-01,101.481056656274
