Date,bus_confidence
1978-08-01,101.72036376407
1978-09-01,101.661629548406
1978-10-01,101.622370650667
1978-11-01,101.58360291423
1978-12-01,101.430035275798
1979-01-01,101.25770976812
1979-02-01,101.101854736816
1979-03-01,100.907556148356
1979-04-01,100.618394554797
1979-05-01,100.258713571288
1979-06-01,99.8866911367982
1979-07-01,99.550712098211
1979-08-01,99.2804882675959
1979-09-01,99.1093531501448
1979-10-01,98.9411773753778
1979-11-01,98.7439098367838
1979-12-01,98.5833173334516
1980-01-01,98.5961918867695
1980-02-01,98.4339505336979
1980-03-01,97.5634450841025
1980-04-01,96.3254443614008
1980-05-01,95.3263421876591
1980-06-01,95.2869847305524
1980-07-01,96.2492909019558
1980-08-01,97.8172640147557
1980-09-01,99.2477686543474
1980-10-01,100.235189895719
1980-11-01,100.511605684573
1980-12-01,100.069290794179
1981-01-01,99.4892636356321
1981-02-01,99.2184879944028
1981-03-01,99.2984713456848
1981-04-01,99.546416406868
1981-05-01,99.654485963771
1981-06-01,99.3899782532453
1981-07-01,98.9129718278713
1981-08-01,98.4134646451805
1981-09-01,97.6921396054549
1981-10-01,97.0183680894478
1981-11-01,96.5519857111254
1981-12-01,96.4569132789396
1982-01-01,96.4937043087643
1982-02-01,96.4955198333012
1982-03-01,96.420961461012
1982-04-01,96.3746618737713
1982-05-01,96.3457528663148
1982-06-01,96.4782251553741
1982-07-01,96.5844988767773
1982-08-01,96.6403199176924
1982-09-01,96.7008922174133
1982-10-01,96.8226507042558
1982-11-01,97.1147191067829
1982-12-01,97.751587600099
1983-01-01,98.6362323589443
1983-02-01,99.5698638631955
1983-03-01,100.084274849081
1983-04-01,100.390314668839
1983-05-01,100.751448193881
1983-06-01,101.244934061605
1983-07-01,101.826405571952
1983-08-01,102.150069130334
1983-09-01,102.354000090835
1983-10-01,102.624449086886
1983-11-01,102.857474937627
1983-12-01,102.814210073452
1984-01-01,102.246331040301
1984-02-01,101.813158229216
1984-03-01,101.543368823698
1984-04-01,101.4474177883
1984-05-01,101.249582741605
1984-06-01,100.954441457598
1984-07-01,100.506962379818
1984-08-01,99.9756157944157
1984-09-01,99.5517324641487
1984-10-01,99.3862635259104
1984-11-01,99.341483155317
1984-12-01,99.3357056824603
1985-01-01,99.2760358515546
1985-02-01,99.1313643603609
1985-03-01,98.9248196245254
1985-04-01,98.7888151800149
1985-05-01,98.7010679529754
1985-06-01,98.7102267930008
1985-07-01,98.7771534560886
1985-08-01,98.9226059199402
1985-09-01,99.1827177430627
1985-10-01,99.4187335565386
1985-11-01,99.5498297290693
1985-12-01,99.5411587753934
1986-01-01,99.5192194278386
1986-02-01,99.4892493015363
1986-03-01,99.4691943529229
1986-04-01,99.4748669616636
1986-05-01,99.5400008792655
1986-06-01,99.419300331875
1986-07-01,99.3523289236835
1986-08-01,99.5344355408248
1986-09-01,99.6235752048333
1986-10-01,99.5888794762134
1986-11-01,99.5767047460524
1986-12-01,99.6764556983679
1987-01-01,99.9327600402687
1987-02-01,100.088875394314
1987-03-01,100.316249932945
1987-04-01,100.543068514083
1987-05-01,100.764622675046
1987-06-01,100.928522162353
1987-07-01,101.094043147985
1987-08-01,101.313040786456
1987-09-01,101.486834251366
1987-10-01,101.550517496344
1987-11-01,101.478413967654
1987-12-01,101.354829492347
1988-01-01,101.020441385357
1988-02-01,100.688815412975
1988-03-01,100.49658312321
1988-04-01,100.543789529706
1988-05-01,100.727629046484
1988-06-01,100.964111347708
1988-07-01,100.937003784351
1988-08-01,100.712777926157
1988-09-01,100.521250880921
1988-10-01,100.486878664513
1988-11-01,100.506598935465
1988-12-01,100.485857411082
1989-01-01,100.341293618682
1989-02-01,100.111106508733
1989-03-01,99.808339958793
1989-04-01,99.5166337503237
1989-05-01,99.1104335417049
1989-06-01,98.7035392320304
1989-07-01,98.4055305262345
1989-08-01,98.2805408009793
1989-09-01,98.3315814997987
1989-10-01,98.4462836808394
1989-11-01,98.5475115177449
1989-12-01,98.6579082961309
1990-01-01,98.7986685766789
1990-02-01,99.013577549887
1990-03-01,99.1834387111428
1990-04-01,99.2368793091141
1990-05-01,99.1597373620072
1990-06-01,98.9640270817857
1990-07-01,98.6530507103303
1990-08-01,98.3498907330918
1990-09-01,98.0258296736235
1990-10-01,97.6914799598718
1990-11-01,97.3623486286154
1990-12-01,97.1019087507544
1991-01-01,96.925016340969
1991-02-01,96.9463201246335
1991-03-01,97.1986575925713
1991-04-01,97.6565632617696
1991-05-01,98.2752094959033
1991-06-01,99.0030273021136
1991-07-01,99.5439624740941
1991-08-01,99.9292070728636
1991-09-01,100.043482321355
1991-10-01,99.7551325159993
1991-11-01,99.2499702220253
1991-12-01,98.9163176794029
1992-01-01,99.0435522980017
1992-02-01,99.5507966010991
1992-03-01,99.9717137177292
1992-04-01,100.157188277811
1992-05-01,100.280123717117
1992-06-01,100.201847273404
1992-07-01,100.043761234976
1992-08-01,99.7950929184234
1992-09-01,99.5381987736173
1992-10-01,99.585202589315
1992-11-01,99.9058668169599
1992-12-01,100.215024888119
1993-01-01,100.39131571909
1993-02-01,100.302461772873
1993-03-01,99.9874745832369
1993-04-01,99.6110725677943
1993-05-01,99.3977658404211
1993-06-01,99.2688594944485
1993-07-01,99.2798205519305
1993-08-01,99.3906879545861
1993-09-01,99.5895476394536
1993-10-01,99.8936952471823
1993-11-01,100.173182459354
1993-12-01,100.429225967678
1994-01-01,100.604344350578
1994-02-01,100.729622964274
1994-03-01,100.839219648644
1994-04-01,100.957116224473
1994-05-01,101.077145897839
1994-06-01,101.157126795231
1994-07-01,101.178080467703
1994-08-01,101.19868712661
1994-09-01,101.267113904576
1994-10-01,101.288378085634
1994-11-01,101.179980549157
1994-12-01,100.940265677554
1995-01-01,100.712006848374
1995-02-01,100.327534618033
1995-03-01,99.8282738394573
1995-04-01,99.3338773820709
1995-05-01,98.869306244688
1995-06-01,98.7247898797638
1995-07-01,98.8449082656872
1995-08-01,98.7938600941899
1995-09-01,98.7108334495132
1995-10-01,98.5544371810878
1995-11-01,98.4097877701043
1995-12-01,98.3312212872871
1996-01-01,98.3076946263629
1996-02-01,98.408570053446
1996-03-01,98.6502997126372
1996-04-01,98.9851742876977
1996-05-01,99.2836535647521
1996-06-01,99.5372363897727
1996-07-01,99.5151693471465
1996-08-01,99.5191349331767
1996-09-01,99.5314837333229
1996-10-01,99.6369832577693
1996-11-01,99.8984390303316
1996-12-01,100.116758930874
1997-01-01,100.129647977482
1997-02-01,100.086220914085
1997-03-01,100.120428853199
1997-04-01,100.237644183996
1997-05-01,100.437294788517
1997-06-01,100.573242688684
1997-07-01,100.691877974325
1997-08-01,100.627298636738
1997-09-01,100.510043904346
1997-10-01,100.517989269637
1997-11-01,100.455856689011
1997-12-01,100.307419772223
1998-01-01,100.14079420768
1998-02-01,99.9880024129619
1998-03-01,99.8547569440347
1998-04-01,99.6715980902663
1998-05-01,99.4271393433527
1998-06-01,99.1943840957611
1998-07-01,99.0839060991815
1998-08-01,99.0284842683308
1998-09-01,98.9607987441005
1998-10-01,98.8912587465967
1998-11-01,98.8412519662344
1998-12-01,98.9126845612409
1999-01-01,99.2259578270717
1999-02-01,99.5348512907523
1999-03-01,99.7646782882442
1999-04-01,99.9498587448468
1999-05-01,100.160934333032
1999-06-01,100.296981993651
1999-07-01,100.322658791538
1999-08-01,100.468244587732
1999-09-01,100.711032753422
1999-10-01,100.898616640027
1999-11-01,100.999033901671
1999-12-01,100.957994652957
2000-01-01,100.800118407028
2000-02-01,100.602755257714
2000-03-01,100.407395881372
2000-04-01,100.215380486505
2000-05-01,99.9816039903921
2000-06-01,99.7617193695791
2000-07-01,99.6098238231516
2000-08-01,99.3950349941382
2000-09-01,99.1998527600219
2000-10-01,98.9523914848288
2000-11-01,98.5767502088666
2000-12-01,98.0164137020231
2001-01-01,97.5650816953503
2001-02-01,97.3963283671962
2001-03-01,97.4547837951429
2001-04-01,97.5576692175931
2001-05-01,97.6724319386636
2001-06-01,97.9258900166825
2001-07-01,98.2205972768458
2001-08-01,98.4295056769857
2001-09-01,98.2805062249234
2001-10-01,97.9541373771455
2001-11-01,98.0981483577311
2001-12-01,98.540634408494
2002-01-01,99.1542968069189
2002-02-01,99.7948591926187
2002-03-01,100.225149701454
2002-04-01,100.393185489597
2002-05-01,100.405190624108
2002-06-01,100.223124161652
2002-07-01,99.8319231915074
2002-08-01,99.5560054311527
2002-09-01,99.4197931757041
2002-10-01,99.3564129917005
2002-11-01,99.4335320613095
2002-12-01,99.6254600778695
2003-01-01,99.5567819987658
2003-02-01,99.1842648942557
2003-03-01,98.7983179600046
2003-04-01,98.7457349781039
2003-05-01,99.031430474694
2003-06-01,99.3934287240543
2003-07-01,99.8013790286415
2003-08-01,100.206587580676
2003-09-01,100.537375556963
2003-10-01,101.010863276921
2003-11-01,101.555715982205
2003-12-01,101.96602473806
2004-01-01,102.118258482467
2004-02-01,102.121105825029
2004-03-01,102.118429258184
2004-04-01,102.129575659314
2004-05-01,102.074458879782
2004-06-01,101.919255499126
2004-07-01,101.709115582406
2004-08-01,101.409681750203
2004-09-01,101.117229095344
2004-10-01,100.932384593502
2004-11-01,100.89408340303
2004-12-01,100.895541100527
2005-01-01,100.7449608935
2005-02-01,100.544978300084
2005-03-01,100.32790284572
2005-04-01,100.098858501239
2005-05-01,99.9856410706614
2005-06-01,100.131672202834
2005-07-01,100.361096378223
2005-08-01,100.525682264908
2005-09-01,100.813143075734
2005-10-01,100.932776038143
2005-11-01,100.836272581858
2005-12-01,100.620491398675
2006-01-01,100.444713721224
2006-02-01,100.36552212894
2006-03-01,100.333330047991
2006-04-01,100.31638538795
2006-05-01,100.176120467409
2006-06-01,100.042593029056
2006-07-01,99.9842246942373
2006-08-01,99.8948621572291
2006-09-01,99.7089876753792
2006-10-01,99.5134876283061
2006-11-01,99.3750306447183
2006-12-01,99.3563194719726
2007-01-01,99.3408636490103
2007-02-01,99.4549990785121
2007-03-01,99.5904113616939
2007-04-01,99.7829328569716
2007-05-01,99.8978822192635
2007-06-01,99.9080693706904
2007-07-01,99.7788461382834
2007-08-01,99.592355235693
2007-09-01,99.4302872515134
2007-10-01,99.3139053077892
2007-11-01,99.20927088887
2007-12-01,99.1212197629445
2008-01-01,99.1083723122028
2008-02-01,99.0126883037314
2008-03-01,98.9876528506112
2008-04-01,99.0562158878431
2008-05-01,99.2030456920367
2008-06-01,99.3059658441787
2008-07-01,99.2131856473324
2008-08-01,98.7748161076325
2008-09-01,97.8908380867521
2008-10-01,96.9270658194141
2008-11-01,96.1651395141504
2008-12-01,95.7356205999295
2009-01-01,95.7749554323062
2009-02-01,96.0035653644468
2009-03-01,96.4035046248119
2009-04-01,97.0122564072055
2009-05-01,97.6796357657357
2009-06-01,98.3552787199956
2009-07-01,99.0486315178365
2009-08-01,99.623834147084
2009-09-01,99.9577963808945
2009-10-01,100.194017969514
2009-11-01,100.319002317709
2009-12-01,100.553403517454
2010-01-01,100.890951666889
2010-02-01,101.132923936854
2010-03-01,101.334807198076
2010-04-01,101.273047462747
2010-05-01,100.982565355548
2010-06-01,100.639267671465
2010-07-01,100.447221083578
2010-08-01,100.421799272411
2010-09-01,100.53691746944
2010-10-01,100.772860290447
2010-11-01,101.023569560682
2010-12-01,101.219197848889
2011-01-01,101.366677485526
2011-02-01,101.421310341134
2011-03-01,101.318536367209
2011-04-01,101.053736873734
2011-05-01,100.628166347773
2011-06-01,100.358563991333
2011-07-01,100.070393026903
2011-08-01,99.8827815642518
2011-09-01,99.7572948326101
2011-10-01,99.6631406211291
2011-11-01,99.6802499883349
2011-12-01,99.8021531851468
2012-01-01,99.9412763098611
2012-02-01,100.053504355422
2012-03-01,100.111088195655
2012-04-01,100.080040628462
2012-05-01,99.8849585577805
2012-06-01,99.5969127160993
2012-07-01,99.4268755354373
2012-08-01,99.4088043899105
2012-09-01,99.412836621069
2012-10-01,99.3202028387493
2012-11-01,99.2656609339984
2012-12-01,99.4388515729325
2013-01-01,99.7579377242679
2013-02-01,99.9204742422808
2013-03-01,99.7789084033425
2013-04-01,99.5589457651261
2013-05-01,99.5305895395678
2013-06-01,99.7575767651062
2013-07-01,100.080922487862
2013-08-01,100.362459002078
2013-09-01,100.497580460199
2013-10-01,100.537014758072
2013-11-01,100.50689003244
2013-12-01,100.369300363075
2014-01-01,100.18686663154
2014-02-01,100.237920168368
2014-03-01,100.3475076414
2014-04-01,100.441300118071
2014-05-01,100.503223658946
2014-06-01,100.548884907615
2014-07-01,100.653271638577
2014-08-01,100.793061397627
2014-09-01,100.809452837454
2014-10-01,100.828526513337
2014-11-01,100.72951493295
2014-12-01,100.461819213331
2015-01-01,100.18883270564
2015-02-01,99.9730801378557
2015-03-01,99.8251439005766
2015-04-01,99.7849804816647
2015-05-01,99.8457964816324
2015-06-01,99.8373698772287
2015-07-01,99.7013243543119
2015-08-01,99.4995559122538
2015-09-01,99.2814061205835
2015-10-01,99.0837763613411
2015-11-01,98.9252173988545
2015-12-01,98.8691230058453
2016-01-01,98.9582287040217
2016-02-01,99.1810820683302
2016-03-01,99.427749073158
2016-04-01,99.5582390164865
2016-05-01,99.6711760254188
2016-06-01,99.7492488909581
2016-07-01,99.6583041700214
2016-08-01,99.4949877414992
2016-09-01,99.5432533940554
2016-10-01,99.7206865445896
2016-11-01,100.000765051658
2016-12-01,100.325050153696
2017-01-01,100.614386250413
2017-02-01,100.780706133595
2017-03-01,100.728973178848
2017-04-01,100.571763839639
2017-05-01,100.568970491092
2017-06-01,100.747266236651
2017-07-01,100.925304278821
2017-08-01,101.185196817099
2017-09-01,101.358386672962
2017-10-01,101.325905306325
2017-11-01,101.293303403467
2017-12-01,101.352605777686
2018-01-01,101.402883161214
2018-02-01,101.427040163839
2018-03-01,101.307101756238
2018-04-01,101.180958644575
2018-05-01,101.226215345257
2018-06-01,101.338212852814
2018-07-01,101.398456249862
2018-08-01,101.498707532396
2018-09-01,101.410215746754
2018-10-01,101.200458417153
2018-11-01,100.985542998485
2018-12-01,100.669437739941
2019-01-01,100.517383458712
2019-02-01,100.351697689064
2019-03-01,100.219167473917
2019-04-01,99.9965845797666
2019-05-01,99.7921479780971
2019-06-01,99.6078961848009
2019-07-01,99.3873017065213
2019-08-01,99.1098987451912
2019-09-01,98.8998475653661
2019-10-01,98.8328109895766
2019-11-01,98.8547272896925
2019-12-01,98.9608768736586
2020-01-01,99.1291539410001
2020-02-01,99.0122626991521
2020-03-01,98.5984631171253
2020-04-01,98.1492139898387
2020-05-01,98.3889122982528
2020-06-01,99.2512846502638
2020-07-01,99.9981853273188
2020-08-01,100.485796040396
2020-09-01,100.776221607981
2020-10-01,101.053187642394
2020-11-01,101.197178849077
2020-12-01,101.382307857557
2021-01-01,101.52901561536
2021-02-01,101.791123045211
2021-03-01,102.00581488782
2021-04-01,101.902058738011
2021-05-01,101.759748067498
2021-06-01,101.617217487121
2021-07-01,101.5255835283
2021-08-01,101.55683909028
2021-09-01,101.649021154871
2021-10-01,101.66457931322
2021-11-01,101.567065967494
2021-12-01,101.338360105967
2022-01-01,101.143398715311
2022-02-01,101.021138109575
2022-03-01,100.833049076764
2022-04-01,100.609437706464
2022-05-01,100.401444089816
2022-06-01,100.123751312593
2022-07-01,99.9194212271734
2022-08-01,99.7430005418988
2022-09-01,99.5200388621088
2022-10-01,99.3235093754188
2022-11-01,99.1710561099108
2022-12-01,99.064681265498
2023-01-01,98.9863563241071
2023-02-01,98.937178827523
2023-03-01,98.9036672078325
2023-04-01,98.9069382840089
2023-05-01,98.9129857595605
